Word,Tooltip Tip,Glossary Link,File Name
Resource Owner,Resource Owner: Entity (such as a user or application) capable of granting access to a protected resource.,/docs/glossary?term=Resource+Owner,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
ID token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=ID+token,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
resource server,Resource Server: Server hosting protected resources. Resource servers accept and respond to protected resource requests.,/docs/glossary?term=resource+server,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
Management API,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
FGA,Fine-grained Authorization (FGA): Auth0 product allowing individual users access to specific objects or resources.,/docs/glossary?term=FGA,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=client+ID,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/get-started/architecture-scenarios/business-to-business/authorization.mdx
IdPs,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdPs,docs/get-started/architecture-scenarios/business-to-business/operations.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/operations.mdx
attack protection,"Attack Protection: Features that Auth0 provides to detect and mitigate attacks, including brute-force protection, suspicious IP throttling, breached password detection, bot detection, and adaptive multi-factor authentication.",/docs/glossary?term=attack+protection,docs/get-started/architecture-scenarios/business-to-business/operations.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/architecture-scenarios/business-to-business/operations.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/get-started/architecture-scenarios/business-to-business/provisioning.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/architecture-scenarios/business-to-business/provisioning.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/get-started/architecture-scenarios/business-to-business/provisioning.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/get-started/architecture-scenarios/business-to-business/provisioning.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/get-started/architecture-scenarios/business-to-business/launch/testing.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/launch/testing.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/get-started/architecture-scenarios/business-to-business/launch/launch-day.mdx
SSO,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=SSO,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
Custom Domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+Domain,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
universal login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
multi-factor authentication,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=multi-factor+authentication,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
bad actors,Bad Actors: Entity (a person or group) that poses a threat to the business or environment with the intention to cause harm.,/docs/glossary?term=bad+actors,docs/get-started/architecture-scenarios/business-to-business/launch/tenant-check.mdx
Identity Provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Provider,docs/get-started/architecture-scenarios/business-to-business/launch/support-readiness.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/get-started/architecture-scenarios/business-to-business/launch/support-readiness.mdx
ID Token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/business-to-business/launch/support-readiness.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/get-started/architecture-scenarios/business-to-business/launch/support-readiness.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/get-started/architecture-scenarios/business-to-business/launch/support-readiness.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
security tokens,Security Token: Digitally-signed artifact used to prove that the user was successfully authenticated.,/docs/glossary?term=security+tokens,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
attack protection,"Attack Protection: Features that Auth0 provides to detect and mitigate attacks, including brute-force protection, suspicious IP throttling, breached password detection, bot detection, and adaptive multi-factor authentication.",/docs/glossary?term=attack+protection,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
Client Secrets,Client Secret: Secret used by a client (application) to authenticate with the Authorization Server; it should be known to only the client and the Authorization Server and must be sufficiently random to not be guessable.,/docs/glossary?term=Client+Secrets,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
IdP,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=IdP,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
Web Service Federation,Web Service Federation (WS-Fed): Protocol for managing user identities across domains.,/docs/glossary?term=Web+Service+Federation,docs/get-started/architecture-scenarios/business-to-business/launch/operations-readiness.mdx
management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=management+API,docs/get-started/architecture-scenarios/business-to-business/launch/compliance-readiness.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/business-to-business/launch/compliance-readiness.mdx
Multi-Factor Authentication,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=Multi-Factor+Authentication,docs/get-started/architecture-scenarios/business-to-business/launch/compliance-readiness.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/get-started/architecture-scenarios/spa-api/api-implementation-nodejs.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/api-implementation-nodejs.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/part-4.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
Client Id,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+Id,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
ID Token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/spa-api/part-3.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/get-started/architecture-scenarios/spa-api/spa-implementation-angular2.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/spa-implementation-angular2.mdx
ID Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/spa-api/spa-implementation-angular2.mdx
JSON Web Tokens,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JSON+Web+Tokens,docs/get-started/architecture-scenarios/spa-api/spa-implementation-angular2.mdx
Signing Algorithm,Signing Algorithm: Algorithm used to digitally sign tokens to ensure the token has not been tampered with.,/docs/glossary?term=Signing+Algorithm,docs/get-started/architecture-scenarios/spa-api/part-2.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/part-2.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/spa-api/part-2.mdx
Access Token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Access+Token,docs/get-started/architecture-scenarios/spa-api/part-1.mdx
Authorization Server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=Authorization+Server,docs/get-started/architecture-scenarios/spa-api/part-1.mdx
OAuth 2.0,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth+2.0,docs/get-started/architecture-scenarios/spa-api/part-1.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/get-started/architecture-scenarios/spa-api/part-1.mdx
ID Token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/spa-api/part-1.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-4.mdx
ID Token,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-4.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-4.mdx
session cookie,"Session Cookie: Entity that, when present, allows the user to be considered authenticated.",/docs/glossary?term=session+cookie,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/implementation-aspnetcore.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/implementation-aspnetcore.mdx
ID Token,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/implementation-aspnetcore.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/implementation-aspnetcore.mdx
JWT,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JWT,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/implementation-aspnetcore.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-3.mdx
Identity Providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=Identity+Providers,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-3.mdx
single sign-on,"Single Sign-On (SSO): Service that, after a user logs into one applicaton, automatically logs that user in to other applications.",/docs/glossary?term=single+sign-on,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-3.mdx
ID Token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+Token,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-3.mdx
Auth0 dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
resource owner,Resource Owner: Entity (such as a user or application) capable of granting access to a protected resource.,/docs/glossary?term=resource+owner,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
Client secret,Client Secret: Secret used by a client (application) to authenticate with the Authorization Server; it should be known to only the client and the Authorization Server and must be sufficiently random to not be guessable.,/docs/glossary?term=Client+secret,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
OpenID,OpenID: Open standard for authentication that allows applications to verify users,/docs/glossary?term=OpenID,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
SAML-P,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML-P,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
Passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=Passwordless,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-2.mdx
OAuth 2.0,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth+2.0,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-1.mdx
OpenID,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OpenID,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-1.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-1.mdx
identity tokens,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=identity+tokens,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-1.mdx
JWT,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=JWT,docs/get-started/architecture-scenarios/sso-for-regular-web-apps/part-1.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/get-started/onboarding/self-service-m2m.mdx
access tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+tokens,docs/get-started/onboarding/self-service-m2m.mdx
Custom Domains,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=Custom+Domains,docs/get-started/onboarding/self-service-m2m.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/onboarding/self-service-m2m.mdx
Tenant,"Tenant: At Auth0, a logically-isolated group of users who share common access with specific privileges to a single software instance. No tenant can access the data of another tenant, even though multiple tenants might be running on the same machine.",/docs/glossary?term=Tenant,docs/get-started/onboarding/self-service-m2m.mdx
OAuth 2.0,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth+2.0,docs/get-started/onboarding/self-service-m2m.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/onboarding/self-service-m2m.mdx
signing algorithm,Signing Algorithm: Algorithm used to digitally sign tokens to ensure the token has not been tampered with.,/docs/glossary?term=signing+algorithm,docs/get-started/onboarding/self-service-m2m.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/get-started/onboarding/self-service-m2m.mdx
Client IDs,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+IDs,docs/get-started/onboarding/self-service-m2m.mdx
Client Secrets,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+Secrets,docs/get-started/onboarding/self-service-m2m.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/get-started/onboarding/self-service-m2m.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications.mdx
client ID,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications.mdx
client secret,Client Secret: Secret used by a client (application) to authenticate with the Authorization Server; it should be known to only the client and the Authorization Server and must be sufficiently random to not be guessable.,/docs/glossary?term=client+secret,docs/get-started/auth0-overview/create-applications.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/get-started/auth0-overview/create-tenants.mdx
identity provider,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+provider,docs/get-started/auth0-overview/create-tenants.mdx
refresh tokens,Refresh Token: Token used to obtain a renewed Access Token without forcing users to log in again.,/docs/glossary?term=refresh+tokens,docs/get-started/auth0-overview/set-up-apis.mdx
access tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+tokens,docs/get-started/auth0-overview/set-up-apis.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-tenants/create-multiple-tenants.mdx
IdP,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdP,docs/get-started/auth0-overview/create-tenants/multi-tenant-apps-best-practices.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/auth0-overview/create-tenants/multi-tenant-apps-best-practices.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-tenants/multi-tenant-apps-best-practices.mdx
Attack Protection,"Attack Protection: Features that Auth0 provides to detect and mitigate attacks, including brute-force protection, suspicious IP throttling, breached password detection, bot detection, and adaptive multi-factor authentication.",/docs/glossary?term=Attack+Protection,docs/get-started/auth0-overview/create-tenants/multi-tenant-apps-best-practices.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications/machine-to-machine-apps.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/get-started/auth0-overview/create-applications/machine-to-machine-apps.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications/configure-an-identity-provider-in-access-gateway.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/get-started/auth0-overview/create-applications/configure-an-identity-provider-in-access-gateway.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/get-started/auth0-overview/create-applications/configure-an-identity-provider-in-access-gateway.mdx
Client Secret,Client Secret: Secret used by a client (application) to authenticate with the Authorization Server; it should be known to only the client and the Authorization Server and must be sufficiently random to not be guessable.,/docs/glossary?term=Client+Secret,docs/get-started/auth0-overview/create-applications/configure-an-identity-provider-in-access-gateway.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications/regular-web-apps.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/get-started/auth0-overview/create-applications/native-apps.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/custom-domains.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/custom-domains.mdx
Lock,Auth0,N/A,docs/customize/custom-domains.mdx
Passwordless,Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=Passwordless,docs/customize/custom-domains.mdx
SAML,Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/customize/custom-domains.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/customize/custom-domains.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/customize/custom-domains.mdx
Management API,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=Management+API,docs/customize/custom-domains.mdx
authorization flow,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=authorization+flow,docs/customize/custom-domains.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/customize/custom-domains.mdx
authorization server,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=authorization+server,docs/customize/login-pages.mdx
Universal Login,"Authorization Server: Centralized server that contributes to defining the boundaries of a user’s access. For example, your authorization server can control the data, tasks, and features available to a user.",/docs/glossary?term=Universal+Login,docs/customize/login-pages.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/phone-messages.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/customize/events.mdx
MFA,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=MFA,docs/customize/customize-sms-or-voice-messages.mdx
ID token,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=ID+token,docs/customize/rules.mdx
OpenID,"ID Token: Credential meant for the client itself, rather than for accessing a resource.",/docs/glossary?term=OpenID,docs/customize/rules.mdx
access token,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+token,docs/customize/rules.mdx
OAuth 2.0,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=OAuth+2.0,docs/customize/rules.mdx
SAML,Security Assertion Markup Language (SAML): Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/customize/rules.mdx
passwordless,Passwordless: Form of authentication that does not rely on a password as the first factor.,/docs/glossary?term=passwordless,docs/customize/hooks.mdx
Action,Action: A Node.js function that executes at defined points during the Auth0 runtime.,/docs/glossary?term=Actions,docs/customize/email.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/forms.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/log-streams.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
SAML,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=SAML,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
IdPs,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=IdPs,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
MFA,Multi-factor authentication (MFA): User authentication process that uses a factor in addition to username and password such as a code via SMS.,/docs/glossary?term=MFA,docs/customize/internationalization-and-localization/universal-login-internationalization.mdx
access tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=access+tokens,docs/customize/forms/vault.mdx
refresh tokens,"Access Token: Authorization credential, in the form of an opaque string or JWT, used to access an API.",/docs/glossary?term=refresh+tokens,docs/customize/forms/vault.mdx
Auth0 Dashboard,Auth0 Dashboard: Auth0,N/A,docs/customize/forms/configure-additional-signup-steps.mdx
JSON Web Tokens,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JSON+Web+Tokens,docs/customize/forms/flows.mdx
JSON Web Token,JSON Web Token (JWT): Standard ID Token format (and often Access Token format) used to represent claims securely between two parties.,/docs/glossary?term=JSON+Web+Token,docs/customize/forms/flows/integrations/json-web-token.mdx
Client ID,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+ID,docs/customize/forms/flows/integrations/auth0.mdx
Client Secret,Client ID: Identification value given to your registered resource from Auth0.,/docs/glossary?term=Client+Secret,docs/customize/forms/flows/integrations/auth0.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/custom-domains/multiple-custom-domains.mdx
Management API,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Management+API,docs/customize/custom-domains/multiple-custom-domains.mdx
Auth0 Dashboard,Management API: A product to allow customers to perform administrative tasks.,/docs/glossary?term=Auth0+Dashboard,docs/customize/custom-domains/multiple-custom-domains.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/custom-domains/multiple-custom-domains.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/custom-domains/auth0-managed-certificates.mdx
custom domains,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domains,docs/customize/custom-domains/self-managed-certificates.mdx
custom domain,"Custom Domain: Third-party domain with a specialized, or vanity, name.",/docs/glossary?term=custom+domain,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
Universal Login,"Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
SAML,Standardized protocol allowing two parties to exchange authentication information without a password.,/docs/glossary?term=SAML,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
identity providers,Identity Provider (IdP): Service that stores and manages digital identities.,/docs/glossary?term=identity+providers,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
OAuth,OAuth 2.0: Authorization framework that defines authorization protocols and workflows.,/docs/glossary?term=OAuth,docs/customize/custom-domains/configure-features-to-use-custom-domains.mdx
